,Date,State,Confirmed,Deceased,Recovered,State_Name
6679,24-May-20,GA,11,0,0,Goa
6680,24-May-20,GJ,394,29,243,Gujarat
6681,24-May-20,HP,18,0,2,Himachal Pradesh
6682,24-May-20,HR,53,0,15,Haryana
6683,24-May-20,JH,20,1,7,Jharkhand
6684,24-May-20,JK,52,0,35,Jammu and Kashmir
6685,24-May-20,KA,130,0,46,Karnataka
6686,24-May-20,KL,53,1,5,Kerala
6687,24-May-20,LA,3,0,0,Ladakh
6688,24-May-20,LD,0,0,0,Lakshadweep
6689,24-May-20,MH,3041,58,1196,Maharashtra
6690,24-May-20,ML,0,0,0,Meghalaya
6691,24-May-20,MN,3,0,2,Manipur
6692,24-May-20,MP,294,9,141,Madhya Pradesh
6693,24-May-20,MZ,0,0,0,Mizoram
6694,24-May-20,NL,0,0,0,Nagaland
6695,24-May-20,OR,67,0,53,Odisha
6696,24-May-20,PB,15,1,28,Punjab
6697,24-May-20,PY,15,0,2,Puducherry
6698,24-May-20,RJ,286,3,62,Rajasthan
6699,24-May-20,SK,0,0,0,Sikkim
6700,24-May-20,TG,41,4,24,Telangana
6701,24-May-20,TN,765,8,833,Tamil Nadu
6702,24-May-20,TR,3,0,13,Tripura
6703,24-May-20,TT,7111,156,3285,Total
6704,24-May-20,UN,439,0,0,State Unassigned
6705,24-May-20,UP,251,6,132,Uttar Pradesh
6706,24-May-20,UT,73,2,3,Uttarakhand
6707,24-May-20,WB,208,3,58,West Bengal
6708,24-Sep-20,AN,32,0,9,Andaman and Nicobar Islands
6709,24-Sep-20,AP,7855,52,8807,Andhra Pradesh
6710,24-Sep-20,AR,283,0,168,Arunachal Pradesh
6711,24-Sep-20,AS,2091,11,2432,Assam
6712,24-Sep-20,BR,1203,4,1154,Bihar
6713,24-Sep-20,CH,242,7,293,Chandigarh
6714,24-Sep-20,CT,2272,24,2060,Chhattisgarh
6715,24-Sep-20,DD,0,0,0,Daman and Diu
6716,24-Sep-20,DL,3834,36,3509,Delhi
6717,24-Sep-20,DN,15,0,26,Dadra and Nagar Haveli and Daman and Diu
6718,24-Sep-20,GA,673,7,490,Goa
6719,24-Sep-20,GJ,1408,14,1510,Gujarat
6720,24-Sep-20,HP,337,10,295,Himachal Pradesh
6721,24-Sep-20,HR,1698,22,2063,Haryana
6722,24-Sep-20,JH,1349,4,1386,Jharkhand
6723,24-Sep-20,JK,1104,22,1549,Jammu and Kashmir
6724,24-Sep-20,KA,7710,65,6748,Karnataka
6725,24-Sep-20,KL,6324,21,3168,Kerala
6726,24-Sep-20,LA,36,3,49,Ladakh
6727,24-Sep-20,LD,0,0,0,Lakshadweep
6728,24-Sep-20,MH,19164,459,17184,Maharashtra
6729,24-Sep-20,ML,122,1,199,Meghalaya
6730,24-Sep-20,MN,161,0,261,Manipur
6731,24-Sep-20,MP,2304,45,2327,Madhya Pradesh
6732,24-Sep-20,MZ,46,0,9,Mizoram
6733,24-Sep-20,NL,59,0,89,Nagaland
6734,24-Sep-20,OR,4340,16,3779,Odisha
6735,24-Sep-20,PB,1756,76,2231,Punjab
6736,24-Sep-20,PY,668,6,418,Puducherry
6737,24-Sep-20,RJ,1981,15,1965,Rajasthan
6738,24-Sep-20,SK,64,1,31,Sikkim
6739,24-Sep-20,TG,2176,8,2004,Telangana
6740,24-Sep-20,TN,5692,66,5470,Tamil Nadu
6741,24-Sep-20,TR,451,7,492,Tripura
6742,24-Sep-20,TT,85921,1144,81142,Total
6743,24-Sep-20,UN,0,0,0,State Unassigned
